IMAGES,TTI,FREQ
1373,12957,38
1164,7364.5,38
1698,9110.5,38
1181,6808.5,38
1297,6715.5,38
1153,6830,38
1668,9775,38
1764,9730.5,38
1453,5013,38
1129,5947,38
1163,6634.5,38
1726,10648,37
1258,6698,37
1597,6581,37
2206,4931,37
1142,7102,37
1170,7635,36
1135,6432,36
1083,7386.5,36
1329,4788.5,36
2230,3111.5,36
1143,6148,36
1700,4420.5,36
2234,2569,36
1524,7282.5,36
1059,7711,36
1446,9289,35
2205,4649,35
1168,8617,35
1219,5955,35
1539,10818,35
1201,8510,35
1309,7707,34
1131,6115,34
1159,7550.5,34
1324,7748.5,34
1909,10680.5,34
2287,10161,34
2228,4590,34
1345,6374.5,34
1439,10638,33
1177,7515,33
1333,5901,33
1252,6025,33
1895,23941.5,32
1161,7474.5,32
1774,8275.5,32
1469,5955.5,32
1369,8177,32
1451,5331,32
1230,6801.5,32
1363,5867.5,32
1154,5435,32
1293,6001.5,32
1071,8324.5,32
1331,7869,32
1361,5069,32
1653,9376,32
1487,6491,31
1183,4660,31
2204,7688,31
1328,7881,31
1225,6460,31
1365,6807,31
1766,11340,31
1434,8248,31
2226,3615,31
1460,5561,31
2240,2360,31
1443,6143,31
1574,18040.5,30
1130,5512,30
1089,8598.5,30
1550,12241,30
1162,5487,30
1615,8125,30
1620,8051,30
5043,7105,30
1085,6110.5,30
1223,7146,30
1243,6305,29
1467,4854,29
1347,7319,29
1517,7161,29
1509,9566,29
1775,9999,29
1354,7810,29
1364,7837,29
1335,6959,29
1773,9663,29
1306,7729,29
1180,8260,29
1697,12010,29
1200,8070,28
1943,14103.5,28
1308,5967,28
1396,7610.5,28
1209,6846.5,28
1449,5409,28
1900,8309.5,28
1302,6100,28
1160,7832.5,28
1303,5811,28
1651,9239,27
1245,6864,27
1173,8995,27
1232,7598,27
1326,6389,27
1530,8644,27
1701,6107,27
1455,5428,27
1262,6111,27
1778,10984,27
1360,4615,27
2241,3058,27
1445,6860,27
1538,8611,27
1388,15141,26
1389,7645,26
1221,7547,26
1292,9672.5,26
1291,8446.5,26
1442,6323.5,26
1246,7807.5,26
1826,11179.5,26
1759,12963,26
1119,7422,26
1260,7057,26
1178,12613.5,26
1892,7343.5,26
1342,6340,26
1263,7828,26
1184,5449.5,26
1381,7324.5,26
1176,6266,26
1589,9090,25
1310,7051,25
2202,6890,25
4366,10449,25
1289,5446,25
1198,8844,25
1338,5887,25
1379,7200,25
1798,11104,25
1353,5967,25
1215,4317,25
1322,7433,24
1818,12122.5,24
1299,7160.5,24
1756,10493.5,24
1199,8982,24
1337,8883.5,24
1465,5651,24
1769,12938.5,24
1994,9874,24
1800,12846,24
1301,7486,24
2238,2746,24
1375,6410,23
1300,4696,23
1304,8087,23
1851,9250,23
1508,7563,23
1560,8036,23
1244,7398,23
1305,8932,23
1510,6238,23
1319,1391,23
1372,6932,23
1537,6753,23
1555,8991,23
1242,5654,23
1314,5211,23
1229,8010.5,22
2313,3215,22
1729,8211.5,22
1217,5412.5,22
1355,6150.5,22
1236,5881,22
1673,6257.5,22
1218,10177,22
1207,7501.5,22
1203,6126,22
1492,15425.5,22
1820,16899,22
1704,4967.5,22
1332,6429.5,22
1477,6495,22
1608,10930,22
1357,6511,21
1546,11759,21
1462,8700,21
1193,5970,21
1757,8018,21
1474,8443,21
1436,6916,21
1559,4972,21
1736,7251,21
1676,13848,21
1376,5581,21
1765,10341,21
1435,5582,21
2237,1635,21
1320,7864,21
1298,10479,21
1672,7389,21
1802,10104,20
1254,10279.5,20
1913,10917,20
1248,7407,20
1852,11220,20
1858,12039,20
1400,7654.5,20
1171,7609,20
1423,7692,20
1929,9979,20
1481,9802.5,20
1687,8736.5,20
1348,8245.5,20
2239,1810.5,20
1602,9666.5,20
7686,5337.5,20
1378,4806.5,20
1570,11657.5,20
1346,8598,20
1367,5351,20
2104,3783.5,20
1937,11016,20
1642,7979,20
1456,5468,19
1777,10289,19
1315,5405,19
1402,7131,19
1316,6142,19
1227,6833,19
1424,8836,19
2269,5978,19
1437,6418,19
1907,12415,19
1368,9537,19
1420,7822,19
1341,6900,19
1323,8726.5,18
1417,7849.5,18
1340,8493,18
1768,10877.5,18
1387,8807,18
1336,8734.5,18
1644,7435,18
1386,4971,18
1151,10552.5,18
1295,8249.5,18
1412,7600.5,18
1671,5715.5,18
1256,9838.5,18
1545,8022.5,18
7687,5151,18
1480,10833,18
1862,9798,18
1725,11517.5,18
1366,6944.5,18
1690,10344,18
1235,8079,18
1311,10088.5,18
1383,7086.5,18
1343,8853,18
2314,2683.5,18
2994,3029,17
7651,5728,17
1786,9903,17
1321,6305,17
1441,6208,17
1776,11998,17
1432,5964,17
1689,11465,17
2236,2858,17
2229,2680,17
1385,8227,17
1823,10664,17
1399,14286,17
1257,5775,17
1247,7976,17
1208,6194,17
1646,11219,17
1607,8221,17
1344,6331,17
1484,10082,17
1506,8391,17
3004,8438,17
1912,9886,17
1569,13740,17
1496,5995,17
1296,7644,17
1595,9162,17
1238,9033.5,16
1779,11214.5,16
1899,15278,16
1567,11007.5,16
1398,7119,16
1403,5913.5,16
1461,7699,16
1502,12192,16
1220,7681,16
1556,12318,16
1430,7299.5,16
1224,6005.5,16
1478,8007,16
1758,10051,16
1647,11746.5,16
1234,7592,16
1993,9227,16
1684,7618.5,16
1226,12075,15
1666,10596,15
1591,20726,15
1548,12027,15
1255,6152,15
1849,14704,15
3174,7259,15
1182,8437,15
1897,19183,15
1680,8155,15
2195,7182,15
1339,8134,15
1562,9992,15
1781,8545,15
1650,12480,15
1641,10546,15
1908,7003,15
1890,11142,15
1231,5144,15
1594,9493,15
1604,8427,15
1587,20707,15
1488,5796,15
2003,14365,15
1694,7954,15
1390,7616,15
1702,5855,15
1585,5841.5,14
1792,7343,14
1610,11756,14
1619,9852.5,14
1603,8631,14
1767,10392,14
1600,10007,14
1827,10639,14
1356,7483.5,14
1640,16652.5,14
1563,11045.5,14
1380,4622,14
1801,11150.5,14
1358,6747,14
1914,8532.5,14
1655,8248,14
1241,9726.5,14
1905,12725,14
2108,9330.5,14
1643,10044,14
1359,5877.5,14
1586,6013.5,14
1440,4874,14
1350,3894,14
4786,29366,14
1419,6857,14
1922,10551,14
1761,9818.5,14
1466,5769,14
1495,10149,13
1503,9107,13
1911,6599,13
1486,10181,13
1395,5687,13
2698,2680,13
1513,9786,13
1552,7069,13
1728,14822,13
1893,15276,13
1695,10123,13
1721,8542,13
1404,7793,13
7650,4677,13
1422,8330,13
1566,7746,13
2070,14951,13
1677,9905,13
1974,7783,13
1708,7461,13
1580,10510,13
1408,11699,13
2164,33815,13
1614,12056,13
1972,7010,13
2188,10679,13
1491,6661,13
1228,10228,13
1479,9063,13
1628,9594,13
2031,8149,13
1452,6631,13
1259,9130,13
1557,8654,13
1397,4663,13
1473,8183,13
1592,6722.5,12
1485,18996.5,12
1808,15230,12
1613,13478.5,12
1406,9536.5,12
1718,22984,12
1526,9521,12
1894,20723.5,12
1657,13770.5,12
1799,16811.5,12
1902,10203,12
1468,7440.5,12
1822,7012,12
1770,7868.5,12
2274,4098.5,12
1428,5989.5,12
1523,8986.5,12
1952,9235,12
1172,5425.5,12
1797,10094.5,12
1654,9497,12
1507,6354,12
1351,5402.5,12
1239,7038.5,12
1483,9465.5,12
1577,6541.5,12
1612,8046,12
1384,4715.5,12
1664,10381.5,12
1593,9426.5,12
1846,6977,12
1407,7706,12
1880,17822.5,12
1735,8855.5,12
2177,18536.5,12
2191,5208.5,12
1669,14073,12
1470,6656,12
1294,8697,12
1605,10608,12
1624,15991.5,12
1497,10231,11
1903,14885,11
1888,8406,11
1844,19683,11
2359,34184,11
1667,11230,11
2186,6225,11
1973,7514,11
1421,7883,11
1634,9916,11
1885,3244,11
1787,9277,11
1401,12143,11
1796,11786,11
1645,11972,11
1968,10070,11
1568,7858,11
2193,10204,11
1222,7211,11
1703,10835,11
1616,6422,11
1795,8027,11
1493,7845,11
1426,10011,11
1855,8206,11
1582,17866,11
1659,8790,11
1977,11130,11
1969,21273,11
1472,6940,10
1674,12623,10
1705,6561,10
1679,9176,10
1471,7859,10
1553,5760.5,10
1391,7449.5,10
1910,22104.5,10
1528,7547,10
1896,6755,10
1711,10427,10
1325,7462.5,10
1859,10197,10
1482,8378.5,10
2180,7335.5,10
1783,7961.5,10
1532,4781.5,10
1807,7439.5,10
1639,12928.5,10
1873,11236.5,10
1830,11337.5,10
1494,5824.5,10
1500,11818,10
1240,23096,10
1883,6252,10
1626,12238.5,10
1931,14669,10
1433,7056.5,10
1618,7404,10
1871,7661,10
1621,6846,10
1515,6485.5,10
1489,7423.5,10
1501,6520,10
2057,10929,10
1505,8182.5,10
2121,9943,10
1825,12422,9
1960,9386,9
1463,9584,9
1930,15720,9
1838,13779,9
1382,7880,9
1544,6916,9
1662,6560,9
2194,8710,9
1516,6393,9
2071,7979,9
2288,15787,9
1842,12635,9
1924,12414,9
2192,9716,9
3014,9699,9
1584,5825,9
2176,34288,9
1793,13875,9
1427,7027,9
1431,5591,9
1963,7846,9
1860,13055,9
2778,10930,9
1571,9719,9
1590,4495,9
1734,6826,9
1772,11407,9
1747,6609,9
1879,11226,9
1660,12568,9
1821,8807,9
1824,12641,9
1630,9890,9
2480,6813,9
2363,15007,9
2114,8722,9
1971,9322.5,8
1730,14626,8
1583,8958,8
1843,6170,8
1831,7716,8
1875,12404,8
2029,13978,8
1683,11814.5,8
1490,8094.5,8
1661,5367,8
1649,13052.5,8
5466,45557.5,8
5040,3123,8
1685,14783.5,8
1233,7101,8
1609,8120.5,8
1878,14167,8
1409,11047.5,8
2507,9781.5,8
2201,4900.5,8
1904,13520.5,8
1565,11472.5,8
1723,7231,8
1529,12304,8
2158,12200,8
2702,6169,8
5044,5601.5,8
5308,9057,8
1868,17585,8
1394,7893.5,8
1840,8635.5,8
2041,21489,8
1806,9199,8
1410,9601,8
2992,2943.5,8
1636,5018,8
1405,10804.5,8
3140,8359,8
1438,6234.5,8
1573,7115.5,8
1561,9356,8
1418,11472.5,8
1686,14307,7
1464,4759,7
1782,10022,7
1939,14538,7
1581,8808,7
1744,11486,7
1682,12600,7
1578,13330,7
1549,9822,7
2016,9159,7
1856,11278,7
1543,3810,7
2282,6513,7
1665,7821,7
1947,12919,7
2137,41630,7
1652,5136,7
1731,7042,7
1791,13357,7
1817,7548,7
1737,8464,7
1693,7173,7
1678,16457,7
2187,16493,7
2988,18764,7
11503,6246,7
2196,4478,7
1988,10905,7
1719,13878,7
1934,16858,7
1663,6310,7
1527,9496,7
1601,7312,7
1805,10574,7
1784,8894,7
1901,12629,7
2001,6130,7
1525,4766,7
1886,7032,7
4783,17351,7
1558,8475,7
7881,3327,7
1863,16899,7
1987,6725,7
2466,9626,7
1919,18880,7
2026,9992,7
1627,10744,7
1804,26066,7
2775,11744,7
1837,11204,7
1540,4066,7
2069,8176,7
1498,7697,7
1512,14865,6
1739,12405,6
2166,6467,6
1949,13264.5,6
1836,12686,6
1722,8494.5,6
2491,7527,6
2505,6867,6
2106,8881.5,6
1688,6980.5,6
2091,3317.5,6
1813,14067,6
1706,9284,6
1712,14484,6
1717,11711.5,6
1745,11388.5,6
1872,9919.5,6
1803,6591.5,6
1415,6756.5,6
3155,47770,6
1611,8934.5,6
1416,10271.5,6
1411,14895.5,6
2183,20580.5,6
2586,6992,6
2432,29133.5,6
1425,8850.5,6
2883,2986.5,6
2276,5103.5,6
2075,22499.5,6
1511,9057.5,6
2478,8562,6
1771,8145,6
3193,18321,6
1741,9440,6
1531,5031,6
1707,7776,6
1864,15770,6
1675,20108.5,6
1780,11131,6
1857,10560,6
1681,16773.5,6
1788,12001.5,6
1522,9831.5,6
1551,10759.5,6
2055,8955.5,6
2892,9681.5,6
2189,5919,6
1547,7828,6
1865,7480.5,6
1906,9554,6
2098,16612,6
1623,12621.5,6
1746,10678.5,6
2199,17210,6
1638,9742,6
1635,23842.5,6
1576,8837.5,6
2012,14110.5,6
1867,8992.5,6
3084,13923,6
1809,9666.5,6
1414,8702.5,6
1938,12493,6
2066,11659,5
2386,17725,5
2004,14430,5
1622,6040,5
2198,6394,5
1876,12455,5
1940,8591,5
1828,8316,5
1975,5173,5
2090,16624,5
1933,10511,5
2364,39906,5
1588,13348,5
1832,43444,5
1920,19225,5
2006,12741,5
1738,11447,5
1847,7897,5
1887,18843,5
1699,21615,5
7882,5139,5
2168,32228,5
2105,2737,5
2174,25091,5
2433,1311,5
1861,7731,5
2157,14734,5
1942,8164,5
1413,12675,5
1853,13008,5
2335,37174,5
1916,10990,5
2014,7927,5
1877,12699,5
1709,19820,5
2056,30146,5
1617,7658,5
1982,12271,5
1999,14062,5
2061,24364,5
1572,9530,5
1742,6971,5
2042,11003,5
2068,7555,5
2275,13936,5
2271,6979,5
2120,10062,5
1814,7470,5
5050,6944,5
3158,29499,5
1658,4642,5
1599,19743,5
1579,12237,5
2300,15946,5
2344,12248,5
2200,12084,5
2343,11909,5
1714,12387,4
3003,6822.5,4
1928,13537,4
2668,28179.5,4
2547,12406.5,4
1819,15089,4
2315,14624.5,4
2426,15298.5,4
2635,10299.5,4
2027,16106,4
2037,14573.5,4
5344,34552,4
2011,8793,4
1743,10775,4
1575,6460.5,4
2596,22584,4
2062,9703,4
1692,71145,4
2184,4604.5,4
2002,14116.5,4
1925,17470,4
1815,24556.5,4
2440,17375,4
2144,4000.5,4
1946,20074,4
1962,20522.5,4
2035,11447,4
1979,15582,4
2170,12220.5,4
2190,5038.5,4
1874,14330,4
2025,21391.5,4
1598,10170.5,4
1475,10640,4
1629,6611,4
1998,12192,4
1882,7384,4
2903,10488,4
5058,10996.5,4
4182,11515.5,4
2150,9109,4
2384,26861.5,4
1631,12841,4
2092,12181.5,4
2915,6644.5,4
3176,6789,4
1833,19656,4
1648,8925,4
1918,21966.5,4
1866,5848.5,4
1944,8650,4
1514,7370.5,4
6014,3814.5,4
3160,11024,4
1932,11262,4
2128,11989,4
2088,6329,4
1964,10243.5,4
2543,7520.5,4
1850,12060.5,4
1504,13069,4
1713,10188,4
2280,9511,4
1829,14746,4
1554,11605.5,4
1848,17315.5,4
2415,2512.5,4
1961,10843.5,4
2608,13689.5,4
1656,8018,4
1733,15386,4
3060,14740,3
2289,7219,3
1869,45181,3
2512,20373,3
2490,19072,3
1983,5337,3
2336,17732,3
1716,16332,3
2052,25453,3
2107,13895,3
1727,10226,3
1637,13219,3
2557,9418,3
1950,14769,3
1812,11267,3
2272,5027,3
2446,9823,3
2154,9009,3
2112,6838,3
2115,9658,3
2559,7187,3
2020,10854,3
2136,20242,3
1996,8680,3
2102,8188,3
2021,3855,3
2588,12771,3
1981,15571,3
2429,4383,3
2043,7651,3
2309,7323,3
2350,18163,3
2083,16013,3
1670,24121,3
2178,2933,3
2167,18225,3
1854,9567,3
2060,21128,3
3082,8723,3
2197,10207,3
2878,7488,3
2005,11627,3
1976,28397,3
1915,7278,3
2492,10864,3
2278,5632,3
2095,17436,3
2279,14047,3
5051,10794,3
2324,17202,3
2296,15091,3
2515,14182,3
2318,9513,3
2880,15245,3
2028,29043,3
1995,21448,3
1953,15513,3
3013,18007,3
1941,12847,3
3061,38842,3
1811,7880,3
2063,17097,3
2458,15140,3
1978,10619,3
2059,8984,3
3115,6265,3
5049,9807,3
2662,12619,3
3557,37004,3
2487,23955,3
2100,17451,3
2000,7489,3
2546,14925,3
2310,36310,3
1625,7227,3
2976,91372,3
2776,17570,3
2398,15317,3
4496,7444,3
2428,20379,3
2414,2584,3
5048,18650,3
5059,6819,3
2590,20670,3
2051,16511,3
2597,29892,3
2417,41456,3
1923,6551,3
1785,5188,3
1970,7863,3
4787,7346,3
1927,10403,3
2506,5738,2
2916,271743,2
2099,13702.5,2
1740,4909,2
2508,11784.5,2
3170,33420.5,2
2125,19062,2
2457,5609,2
1985,8723,2
2329,15643.5,2
2058,170006,2
5280,18893,2
10258,6573.5,2
2523,14136,2
2302,9394,2
4070,8280.5,2
2567,34209,2
1967,19064,2
1984,8667,2
2353,26267,2
2347,11972,2
2470,6220,2
2175,34217,2
5041,14657.5,2
2163,17052.5,2
2145,7227,2
2096,5300,2
1691,9260.5,2
14964,5816,2
2299,64155.5,2
2067,19161.5,2
2855,12965.5,2
4993,5476,2
2126,38967,2
3161,18686,2
2034,9133.5,2
2182,36439,2
2418,176932,2
2171,23973,2
2172,27295,2
1926,11750,2
2165,38129,2
2122,10852,2
2808,16252.5,2
5599,4820,2
2502,14139.5,2
2633,17901.5,2
2053,4738,2
14965,8460,2
3185,16552,2
2796,31993.5,2
2555,9717,2
2024,4450,2
3058,44159,2
3089,14248.5,2
1965,13774,2
2452,26668,2
1710,5086,2
2484,16966.5,2
2281,5042.5,2
1724,6076,2
2686,45918.5,2
2549,4052,2
2486,44542.5,2
2540,22200.5,2
3892,9841,2
6015,3698.5,2
2437,10634,2
3147,33595,2
2531,7110,2
2173,13379.5,2
6481,86538,2
2022,35406,2
3159,58617,2
1958,28720,2
2118,3512,2
2308,14463,2
2954,12451.5,2
2890,8869.5,2
2996,16386.5,2
3645,40590.5,2
2875,51526,2
12382,9482.5,2
1954,7546.5,2
2013,89986.5,2
2127,27181.5,2
2152,5599.5,2
2439,4810,2
5349,12479.5,2
2293,2466.5,2
2032,12725.5,2
4390,8644.5,2
2142,17153.5,2
2781,13622.5,2
2140,10926.5,2
1845,10083.5,2
2630,17382.5,2
1921,65782,2
2338,19492.5,2
5376,31734.5,2
2542,11494.5,2
3067,19826,2
2009,6066.5,2
2383,20454,2
2312,16887,2
4398,26532,2
2109,4566.5,2
2479,15255,2
2073,14043,2
5275,10947,2
1810,11903.5,2
1980,24278.5,2
2322,22398,2
5056,9734,2
2552,10451.5,2
3180,30156,2
4522,4002.5,2
2489,20547.5,2
2185,4627.5,2
2614,96493,2
2039,7035,2
3078,6650.5,2
2697,839,2
2160,12020.5,2
2475,108240.5,2
2141,15036,2
2076,182600.5,2
5375,10326.5,2
2829,13046,2
2301,12687,2
1945,7042.5,2
1951,16447.5,2
1936,18770.5,2
2388,15303.5,2
2078,4894.5,2
2023,22878.5,2
5378,25192.5,2
3317,24377,2
1957,16781.5,2
8773,3569.5,2
2879,14019.5,2
4986,5014.5,2
2652,2921.5,2
2007,8119.5,2
2708,5972.5,2
2337,6978,1
5351,13319,1
1881,44001,1
2550,2389,1
2628,35495,1
3142,342,1
5285,52963,1
5184,7488,1
11473,22212,1
3824,22423,1
2658,13375,1
1870,15537,1
2451,25112,1
9808,56046,1
2419,1991,1
3120,39130,1
3986,13640,1
2980,1541,1
2179,12121,1
2536,21640,1
2349,36032,1
4448,1633,1
10967,7717,1
4181,6547,1
3011,56539,1
2598,9696,1
2054,3559,1
2810,39074,1
2416,2543,1
3746,15149,1
2942,15706,1
3552,16701,1
2897,6340,1
2476,3777,1
2510,6334,1
5343,56008,1
2605,8442,1
5047,9741,1
2323,8362,1
4905,110362,1
3801,4858,1
2582,13452,1
2162,16524,1
4728,11714,1
2824,33325,1
2782,7361,1
3175,13076,1
2401,35210,1
3567,29738,1
2086,17618,1
3379,36420,1
2358,21608,1
2365,11742,1
3648,14762,1
5421,5467,1
1917,14503,1
9363,44770,1
3994,11280,1
2579,37514,1
12679,13400,1
3565,46790,1
4102,3376,1
2537,4514,1
2065,1575,1
1959,5736,1
4008,7018,1
3810,10316,1
3750,335554,1
3225,74997,1
4200,12933,1
2741,335041,1
2049,12929,1
2910,7285,1
5346,4968,1
2620,6077,1
4526,6879,1
2674,7897,1
3295,1296,1
2330,5314,1
3964,10166,1
2513,5110,1
2626,18535,1
2339,27918,1
4024,17109,1
2538,6632,1
3099,22240,1
2898,17298,1
2422,24294,1
1841,28524,1
5353,11827,1
2181,31377,1
4780,20544,1
1986,9771,1
2292,2371,1
2886,82679,1
3124,8394,1
2792,2648,1
1948,48170,1
3967,3779,1
1816,16931,1
3301,146136,1
2456,23778,1
2541,335470,1
2637,72038,1
4647,12173,1
2696,11871,1
2467,23672,1
2138,4354,1
2965,21191,1
2147,8293,1
4066,6392,1
2017,23165,1
2891,5078,1
2694,9189,1
4530,16949,1
3156,24280,1
5448,72660,1
2169,2811,1
2421,22912,1
2497,4457,1
2462,38038,1
4607,16703,1
2730,6584,1
3059,16953,1
2110,3565,1
3062,56603,1
2517,5455,1
5380,21875,1
3214,2972,1
3023,7526,1
4075,11221,1
1715,18813,1
2018,11158,1
3581,57279,1
5463,64168,1
2332,31990,1
2465,1980,1
5371,13084,1
2402,120090,1
2893,8969,1
2469,6618,1
2746,23631,1
3157,36368,1
2331,3195,1
3138,20770,1
2327,10524,1
2873,115589,1
2019,19735,1
2832,2037,1
5046,2313,1
8347,8222,1
3002,5746,1
2665,8199,1
2038,2171,1
2321,35002,1
3015,5022,1
5354,32438,1
10814,6543,1
3136,28937,1
2156,5298,1
2589,17005,1
2397,27395,1
4370,12079,1
2410,27341,1
4486,13492,1
2044,9443,1
2930,941,1
2660,19603,1
7215,11451,1
3303,129159,1
2149,54611,1
5360,24653,1
3028,43617,1
3163,25082,1
2081,17485,1
2784,13825,1
3068,38203,1
2080,20155,1
2534,3516,1
3972,7156,1
2431,214994,1
6436,14487,1
3511,26073,1
2436,6032,1
2616,14086,1
4585,34704,1
1991,17062,1
12814,12983,1
2990,22314,1
2602,8107,1
5455,74407,1
2648,6600,1
2134,12852,1
2556,19977,1
2438,109885,1
2445,119518,1
2922,55358,1
2471,25139,1
2366,15595,1
5254,8506,1
7218,31773,1
4897,1006,1
2395,19211,1
3109,87682,1
3882,6275,1
2857,14468,1
2500,45863,1
1990,50745,1
2306,2996,1
64125,78126,1
2978,5033,1
3836,9605,1
9328,22775,1
3168,4328,1
3165,27280,1
2548,7687,1
2074,17629,1
6094,87716,1
2564,60618,1
2341,27205,1
2045,6588,1
2511,26208,1
3489,15319,1
2373,35546,1
7205,34472,1
2298,4856,1
2569,40753,1
2498,3205,1
2859,15258,1
3187,5115,1
3053,4381,1
2474,20214,1
2667,19761,1
4169,20948,1
2837,3742,1
2389,24856,1
3150,24043,1
2578,53768,1
2087,101827,1
8367,154978,1
2887,9460,1
2468,3628,1
2539,45158,1
1956,3522,1
2464,13269,1
2485,26266,1
3021,72703,1
2320,80655,1
2111,29830,1
2408,6872,1
2560,17305,1
2580,21475,1
5358,99438,1
2794,3240,1
7209,1168,1
2148,6785,1
2713,16142,1
2036,16077,1
2101,37675,1
3149,35788,1
3238,3145,1
3179,14139,1
2902,10651,1
5052,42876,1
2627,27200,1
2139,52498,1
2131,8994,1
1935,3799,1
2981,10403,1
3731,1485,1
5385,21943,1
2684,5586,1
1720,13048,1
3482,67506,1
2317,10828,1
3177,14617,1
2290,38419,1
2914,7994,1
3148,26728,1
2277,14401,1
2661,18494,1
2611,13044,1
2357,3768,1
2472,8206,1
2328,3952,1
3037,8364,1
6833,204716,1
5383,5105,1
2853,8835,1
4497,10174,1
2443,8447,1
2427,17517,1
2786,32262,1
1966,13937,1
2151,10692,1
12622,10099,1
2085,10783,1
4344,7124,1
2894,17901,1
2040,10174,1
2712,44904,1
2356,20742,1
12769,13581,1
2533,11351,1
2989,30050,1
4086,12540,1
2937,15228,1
5364,10835,1
3561,32056,1
5045,6062,1
4327,336059,1
2146,14985,1
3064,73612,1
4792,30674,1
2642,11525,1
3774,11312,1
2583,169719,1
2050,39900,1
1835,10755,1
2544,13251,1
2450,9349,1
4789,6677,1
1955,46201,1
2033,16392,1
2868,6854,1
4184,20847,1
2461,8786,1
11502,38445,1
2692,4761,1
2481,5634,1
2831,81026,1
3121,24519,1
2753,7367,1
4504,7955,1
4034,7529,1
2159,11706,1
4377,7303865,1
1989,8437,1
4600,12414,1
3038,3143,1
4452,944,1
2396,1637,1
4590,20341,1
7921,10333,1
64395,81796,1
4580,11538,1
4546,5272,1
2442,21494,1
3494,36633,1
2806,7360,1
5062,5944,1
3113,29956,1
12724,30397,1
7213,18027,1
3468,6839,1
4446,8921,1
2459,3897,1
2010,14745,1
2919,3090,1
2610,7963,1
4785,34413,1
4542,10104,1
2503,9668,1
9398,12496,1
4029,2269,1
2554,14267,1
2089,9145,1
5598,14212,1
4528,5420,1
1499,3388,1
4396,7109,1
2393,12425,1
2501,9743,1
2514,27105,1
2530,3717,1
4548,10202,1
4386,6275,1
2072,2742,1
2629,13694,1
12125,7878,1
5381,10862,1
2877,18860,1
4458,9183,1
3355,6526,1
2908,7400,1
3152,147970,1