LASTFONT,TTI,FREQ
4320,7959.5,86
4209,8277,86
4595,8423,86
4104,7275.5,86
4159,6831,86
4310,7906.5,86
4282,7954,85
408,2053,85
4030,7069,85
4230,7000,85
4074,7591,85
4261,6875,85
4216,7694,85
3892,7242,85
4782,7664,85
4063,6782,85
3913,6718,85
4131,7257,85
380,1970,85
4108,6904,85
393,1537,85
3801,7425,85
4361,8079,85
4284,7999,85
4039,7296,85
4096,7509,85
3672,7777,85
4225,7400,85
3842,6854,85
4204,7784,85
3977,7810,85
3999,6840,85
4300,7992,85
3957,7814,85
4417,7695,85
3974,7214.5,84
4579,8045.5,84
4345,7261.5,84
4078,6413.5,84
4196,8297,84
4344,6847,84
3756,7163.5,84
4371,7506,84
4408,7982,84
4076,6988.5,84
4582,7679.5,84
4537,7534,84
3942,7498.5,84
4490,9107,84
4232,7273.5,84
4013,6966.5,84
4276,7454,84
4584,7908.5,84
4369,7138.5,84
4192,7664.5,84
4213,7210.5,84
4243,8188.5,84
405,1561.5,84
4493,7928,84
4179,7451.5,84
4396,7851,84
421,1715.5,84
3462,6943.5,84
4229,7091,84
3793,7104.5,84
4011,8525.5,84
4092,6775,84
4297,7980.5,84
3775,7506,83
386,1837,83
383,1829,83
4151,7700,83
4105,6854,83
4082,6811,83
4130,7137,83
3907,6520,83
4224,7438,83
4239,7832,83
4480,7872,83
391,1876,83
4098,6946,83
3931,7103,83
4555,7440,83
4403,7101,83
4833,8711,83
4091,6956,83
4258,7826,83
4499,8672,83
4578,8260,83
4745,8298,83
4198,6766,83
3786,6971,83
4009,7330,83
3705,6901,83
4308,7559,83
4686,7959,83
4428,7952,83
4112,7922,83
3847,6697,83
4072,7253,83
410,1881,83
4351,7320,83
4482,8272,83
4068,7624,83
450,1901,83
4049,8032.5,82
4301,8089,82
4122,7454.5,82
3987,6850,82
4240,6859,82
4363,7464,82
4018,7333,82
4726,7958,82
4114,7084.5,82
4201,7104.5,82
4253,6827.5,82
3975,6287,82
4110,7613,82
4291,7484.5,82
4279,7664,82
4378,7353,82
4352,7658,82
4563,8182.5,82
4283,7126.5,82
4520,8605,82
3946,6655,82
4477,7035.5,82
440,1912,82
3694,7011.5,82
4037,7024.5,82
3938,6711,82
4050,6741,82
4163,7304.5,82
3988,7409,81
4650,8270,81
4275,7513,81
4189,7009,81
4385,6974,81
4475,7476,81
4160,7257,81
4242,7660,81
4765,8055,81
4247,7353,81
4336,8125,81
3607,6617,81
4241,7685,81
382,1580,81
4365,8421,81
3855,6808,81
4292,7633,81
4097,8217,81
4141,7130,81
324,1393,81
4259,6904,81
4526,6832,81
3822,7799,81
4235,6740,81
3790,6934,81
4296,7174.5,80
4127,7623,80
3954,6186.5,80
4660,7902.5,80
4125,8230,80
4208,7289,80
437,1890.5,80
4167,6892.5,80
412,1677.5,80
4552,6990,80
4137,6827,80
4327,7463,80
4549,7996,80
4203,6869.5,80
3986,6141,80
4889,7587,80
4111,7363,80
4175,8289.5,80
441,1621.5,80
4186,7674.5,80
4446,7040,80
3887,7166,80
374,1844,80
4617,7369.5,80
4356,7905.5,80
4248,7472,80
4348,7184,80
4085,7605.5,80
3978,6899,80
420,1910,80
4358,7342.5,80
3593,7184.5,80
4041,7654,80
4522,7254,80
3810,7527.5,80
4231,7595.5,80
4456,7285.5,80
4144,7380,79
4349,8312,79
4158,6778,79
4651,7970,79
4022,6537,79
3947,6790,79
4412,7545,79
4223,6916,79
3972,7078,79
4135,7155,79
4302,7574,79
4422,7116,79
4368,7761,79
4206,8241,79
3883,6792,79
4512,7382,79
4735,8043,79
4094,7427,79
4441,8712,79
4184,7759,79
4362,7415,79
4749,7165,79
4315,7913,79
4443,8122,79
422,1845,79
4500,7520,79
4234,8538,79
4377,7901,79
4636,8584,79
4233,8246,79
4038,7723,79
4123,8010,79
4466,7589,79
4404,7317,79
430,1888.5,78
4567,7627,78
4157,7750.5,78
4571,8011.5,78
4430,8092.5,78
4624,7901,78
4317,7416.5,78
4331,8055,78
4465,6810.5,78
376,1742.5,78
4057,7467,78
4533,7468.5,78
4390,7775.5,78
4406,7375,78
4492,8715,78
362,1869.5,78
4313,9012.5,78
4568,8731.5,78
4341,7255.5,78
4424,7765.5,78
4435,8132,78
4479,8039,78
4779,9189,77
4471,7598,77
4488,8723,77
4951,8265,77
414,1640,77
4507,7599,77
3854,7948,77
445,2107,77
4321,7268,77
4176,7066,77
4440,7126,77
4695,8262,77
4195,7495,77
4285,7202,77
4161,6768,77
4219,7209,77
4706,7256,77
4532,8037,77
4311,6601,77
4413,7953,77
4444,8040,77
4426,7759,77
4182,8326,77
4328,7970,77
4392,7803,77
4454,7174,77
4554,7603,77
4346,9067,77
4485,8377,77
4281,7395,77
4139,7630,77
4741,8457,77
3606,6516,77
4143,7418,77
355,2051,77
392,1842,77
4684,7636,77
346,1492,77
4246,7156,77
4524,8188,77
385,1955,76
4775,7663,76
4056,7416,76
4289,7504,76
4781,7649.5,76
4523,8293.5,76
4534,7928.5,76
4156,7351,76
4333,7883.5,76
4171,7093,76
4564,9366.5,76
4405,8390,76
4415,7442,76
4510,7250,76
4609,7387,76
4511,7644,76
4334,7717,76
4580,7975,76
409,1893.5,76
4274,6832,76
4222,7162.5,76
4215,7268.5,76
4539,8485,76
4278,7171,76
4267,7052,76
4407,8281,76
4169,8101,76
4273,7483,76
4449,7249,76
413,1707,75
4761,7304,75
4375,7124,75
4101,7596,75
4299,6843,75
4394,7082,75
4519,8173,75
4264,8510,75
4670,8314,75
4664,7227,75
4515,7252,75
4202,7775,75
4090,7159,75
4476,7941,75
4306,7239,75
4980,7615,75
4487,8304,75
4277,7276,75
4304,6816,75
4205,7689,75
4708,8707,75
4556,8002,75
4220,6784,75
4324,7023,75
4147,7160,75
4227,7348,75
4773,7636,75
4383,7243,75
394,1688,75
4432,7639,75
4305,7840,75
397,1759,75
4654,7665,75
403,1853,75
335,1477,75
4494,8274.5,74
5023,8033,74
4172,6714.5,74
4712,7636,74
4185,7472.5,74
4888,7494,74
4949,8209,74
4271,7893,74
4451,8400.5,74
4709,8158.5,74
4904,8195.5,74
395,1522.5,74
411,2044,74
3853,7128,74
4439,7476,74
5065,9521.5,74
4583,7528,74
4387,7498.5,74
4015,7720,74
4388,8082.5,74
4193,7328,74
4058,7492.5,74
443,1763.5,74
4293,7016.5,74
4445,7677,74
4453,7922,74
4531,7871.5,74
4615,7571.5,74
4318,7790.5,74
4367,7594.5,74
4190,7553.5,74
4558,7749.5,74
4676,7612.5,74
4162,7136.5,74
4882,8324.5,74
4270,8324,74
4909,8316,73
4792,8627,73
4245,7223,73
4250,8045,73
4459,7287,73
4948,7362,73
4699,7903,73
4102,7388,73
4437,7090,73
4364,8215,73
435,1703,73
4938,8550,73
4372,7039,73
4119,7285,73
429,1723,73
312,1323,73
4631,7443,73
4600,7412,73
4207,7312,73
4530,7976,73
4590,8214,73
4350,7378,73
4463,8060,73
426,1941,73
4550,7984,73
384,1598,73
359,1767,73
294,1444,73
5248,9375,73
4382,7960,73
4614,7893,73
4541,8085,73
4272,6787,73
4393,6797,73
4221,8086,73
4553,7334,73
4577,7856,72
4249,7679.5,72
4796,7841.5,72
4683,7303.5,72
4164,7882,72
4055,7297,72
4867,8553.5,72
4921,8121.5,72
4832,7982.5,72
350,1290,72
4335,7986.5,72
4386,7335,72
4675,7699,72
4601,8706.5,72
4381,7286.5,72
351,1844,72
4621,7347,72
4518,7332,72
4429,7175.5,72
5113,8451.5,72
4370,6793,72
4347,7813,72
4818,7835,72
4481,7967,72
4807,7742.5,72
4569,8443,72
4354,7205.5,72
360,1349.5,72
4427,7182.5,72
4688,7890,71
4410,7286,71
371,1579,71
4389,7859,71
3902,6917,71
4287,6609,71
4447,7592,71
4420,7709,71
4226,7343,71
4399,8038,71
4360,8270,71
4747,7771,71
5005,8712,71
363,1738,71
4286,7696,71
4290,7629,71
4187,6508,71
4829,7587,71
4380,7623,71
4484,7616,71
4880,8689,71
4678,8535,71
4373,7539,71
336,1397,71
4649,7613,71
4342,8011,70
4421,7590,70
4425,8228,70
4581,7148,70
4244,7250,70
4398,8804,70
4652,8855.5,70
361,1802.5,70
4178,7360,70
4457,7931.5,70
4142,6649,70
4343,7342.5,70
347,1526,70
4448,7404.5,70
4701,8056,70
4570,8319,70
4728,8301,70
5541,9193,70
4546,7650.5,70
368,1972,70
4913,8259.5,70
4254,7577,70
4140,7339,70
4897,8793.5,70
4543,7785.5,70
4998,7223,70
4337,8084.5,70
4472,8767,70
329,1497.5,70
4255,7476,70
4322,8297,69
4802,8590,69
4864,8670,69
388,1810,69
4402,7901,69
4170,6931,69
4700,7791,69
4124,7392,69
4842,8028,69
4908,8550,69
4772,7753,69
4470,8300,69
4513,7741,69
4136,7568,69
387,2043,69
5002,8431,69
4690,8558,69
4562,8698,69
370,1839,69
4319,6738,69
4681,8209,69
4557,7854,69
4048,7342,69
4419,7726,69
4126,6854,69
4431,8077,69
4357,7704,69
4721,8395,69
4750,8009,69
4516,7815,69
5095,8216.5,68
4819,7792,68
5308,8847,68
4080,7872.5,68
4309,7269,68
4816,6895,68
4640,7925,68
4653,7191,68
5054,8403,68
4295,7492,68
4849,7925.5,68
4742,7399.5,68
4551,7545.5,68
373,1916,68
4645,8156,68
4703,8198,68
4528,6763.5,68
4117,7680.5,68
5011,8269,68
4920,8379,68
4798,8367,68
4458,8537.5,68
5264,8228.5,68
331,1163,68
416,1626.5,68
4384,6917.5,68
4953,8307.5,68
353,1689,68
4329,7754,68
4502,8391,68
4619,7584.5,68
4770,7425.5,68
341,1915.5,68
398,1826.5,68
4771,8400,68
4099,7821,68
5601,8838.5,68
4797,8572.5,68
4452,6738.5,68
4438,6878,68
4661,7766,68
4648,7437,68
4414,7924,68
4514,7312.5,68
4823,8367.5,68
4174,7411,68
4736,7653.5,68
4923,9199,68
356,1548.5,68
4506,7502,67
4400,7819,67
4659,8673,67
4316,8349,67
4851,7618,67
4769,8339,67
4725,7667,67
342,1667,67
375,1908,67
4469,8402,67
5132,8530,67
4911,7703,67
4566,8142,67
4616,8117,67
4932,8146,67
4809,8557,67
4547,7730,67
4505,7915,67
4954,8304,67
340,1380,67
4822,8014,67
4657,7305,67
4793,7882,67
4871,7484,67
5125,8611,67
4902,8411,67
4719,7440,67
4565,8620,67
4525,7290,67
4692,8325,67
4666,7754.5,66
4733,9017.5,66
4540,7854,66
5324,8412,66
4707,7501,66
365,1952.5,66
4826,7466.5,66
4576,8008.5,66
4762,7566.5,66
4718,7334.5,66
4966,8768,66
4521,7864.5,66
4767,8179.5,66
4777,8058,66
4806,7271.5,66
4723,8240.5,66
4501,8573.5,66
325,1408,66
4596,8907.5,66
322,1449.5,66
4486,7698,66
4720,8086,66
4970,7579.5,66
4573,7739.5,66
4738,8792,66
4801,7397,66
4237,7366.5,66
5417,7668,66
5188,8687,66
4764,7918,66
4665,7821.5,66
5266,9066.5,66
4841,8121.5,66
4535,8361,66
5483,9147,65
4374,7658,65
4667,9223,65
327,1640,65
5157,9184,65
366,1657,65
4504,7346,65
4995,7568,65
4460,7693,65
5198,7701,65
4606,8053,65
4892,9482,65
4618,6976,65
4467,7752,65
4252,8156,65
4915,9105,65
4416,7465,65
4478,7089,65
4830,8269,65
4599,8478,65
4593,7261,65
5003,9623,65
4153,8407,65
4861,7988,65
4752,8172,65
5177,8154,65
4924,7826,65
4754,7244,65
5226,8106,65
4714,6900,65
4473,7570,65
4288,6750,65
315,1224,65
4262,7885,65
4945,7833,64
4312,7163,64
4837,7865,64
308,1637,64
5782,8897.5,64
4713,7421,64
5239,8666.5,64
5083,7519.5,64
332,1714,64
4597,8702.5,64
4462,7792.5,64
4784,7588,64
316,1344,64
4906,7742.5,64
5037,8116,64
4925,8244.5,64
5127,9433.5,64
4643,7819.5,64
5215,7873.5,64
4672,7989.5,64
4517,8179,64
5277,7799.5,64
4746,7344,64
4639,8016.5,64
4464,8264.5,64
4366,6887.5,64
4905,7365,64
4776,8050.5,64
4952,8760.5,64
4355,7015.5,64
289,1111,64
4965,8214.5,64
5060,7851,64
4856,7848.5,64
358,1630.5,64
4715,7846,64
4935,7456.5,64
4602,8315,64
4498,7764,64
5093,8519.5,64
5029,8743,64
4671,7687,64
4836,8393.5,64
4992,8221.5,64
4986,8248,64
4895,8638.5,64
5488,8436.5,64
5323,8985.5,64
4845,7998,64
5761,9034.5,64
4497,8187,63
4689,8062,63
4646,7776,63
4483,8682,63
5271,9112,63
5317,8305,63
5312,7963,63
4768,8651,63
4964,7422,63
5166,8374,63
344,1814,63
4774,7719,63
4817,9105,63
4866,8895,63
4704,8853,63
4693,7749,63
5053,8450,63
4698,7471,63
369,1827,63
4591,7663,63
5280,10499,63
4626,7189,63
5096,7885,63
4890,7447,63
364,1467,63
4717,8201,63
4755,7530,63
5254,8927,63
4529,7896,63
4724,7206,63
4503,8360,63
4559,7797,63
4997,7626,63
5253,8525,63
5205,7863,63
4536,7099,63
4848,8785,63
5590,9286,63
4751,8441,63
4883,8511,63
330,1438,63
4632,8099,63
4674,7417,63
4585,7244.5,62
5439,9029.5,62
5429,8746.5,62
4635,7931.5,62
4710,7440,62
5013,8216.5,62
4737,9178.5,62
5571,8678,62
4587,7786,62
337,1551.5,62
5033,9068.5,62
274,1779.5,62
378,1672.5,62
302,1408.5,62
377,1571.5,62
4642,9005.5,62
5000,7922,62
5110,7570.5,62
4637,7534,62
5109,8181.5,62
4960,7490.5,62
4575,7194,62
5179,8186.5,62
4990,8491.5,62
4641,6922.5,62
4794,8066.5,62
4468,7848,62
4603,7354,62
4560,7738.5,62
282,1175.5,62
5353,9120,62
4840,7846,62
5444,8679.5,62
4926,7243.5,62
4820,8975,62
4976,7564.5,62
5069,7845,61
4987,7852,61
4630,7897,61
4604,7099,61
5311,8361,61
381,1713,61
4815,7859,61
5356,8195,61
4544,7566,61
4730,7469,61
5039,7792,61
4625,7294,61
5230,9369,61
4758,8608,61
4542,7499,61
5321,8718,61
4607,8242,61
372,1728,61
4870,8401,61
4854,8511,61
348,1649,61
5082,7971,61
4900,8439,61
5168,7818,61
4655,7928,61
4658,9725,61
4860,7860,61
5008,8553,61
4831,7924,61
317,1615,61
4810,8780,61
4729,7287,61
4629,8283,61
5403,8946,61
4662,8388,61
4778,7924,61
5026,8061,61
5183,8813,61
4838,8829,61
4756,7408,61
4436,7340,61
4824,8947,61
5267,8345,61
4561,7641,61
4813,8161,61
4634,7761,61
4803,8390,61
4668,7843.5,60
4734,7651,60
5334,8092.5,60
5337,8497.5,60
5290,7923.5,60
4985,7412,60
4627,7098,60
4916,8821,60
5136,9239.5,60
5149,9269.5,60
4799,7850.5,60
5138,9613.5,60
5587,9324,60
4812,8305,60
5077,7866.5,60
4982,8350,60
4785,8337.5,60
5301,8188.5,60
5154,8901.5,60
4727,7724,60
4791,7046.5,60
4702,7430.5,60
4955,8261.5,60
333,1387.5,60
4804,7982.5,60
5316,8914.5,60
4711,7497.5,60
4989,8629.5,60
4930,8282,60
5004,8180,60
4433,6990.5,60
5094,8465,60
5051,8025,60
5589,8992,60
5343,8559.5,60
5067,9594,60
4922,7628,60
4753,8592,60
5425,9896.5,60
4808,8825.5,60
4839,8492,60
4697,8057.5,60
4936,8390,60
5041,7749,60
4825,8997,60
5233,9166.5,60
4789,8525,60
4862,8645.5,60
320,1443.5,60
4928,9297.5,60
4766,7961.5,60
5242,8114.5,60
4663,7612.5,60
5515,8523,60
4589,8434,59
5357,8829,59
4605,8721,59
4881,8268,59
5268,8130,59
4757,8124,59
5186,10572,59
4491,7938,59
4620,8964,59
5546,8697,59
4611,8326,59
4968,9393,59
4795,8639,59
5119,8164,59
4783,7272,59
6152,8667,59
5063,8566,59
4489,7935,59
5238,8956,59
4759,9008,59
5783,8089,59
5090,7718,59
5247,8812,59
5331,8582,59
5229,8666,59
5423,9353,59
4423,6871,59
4859,8036,59
4942,8607,59
4623,7405,59
5240,8604,59
4598,7364,59
5106,7544,59
5108,9707,59
4933,7293,59
4787,8744,59
310,1452,59
352,1987,59
343,1440,59
5320,9067,59
311,1576,59
5020,7018,59
5022,8337,58
5293,8521.5,58
5427,8963.5,58
5074,8610.5,58
5305,8278,58
5126,7502,58
4592,7887.5,58
4929,7910,58
5032,7920.5,58
4705,7190.5,58
5056,8318,58
4608,7741.5,58
5445,9062.5,58
5289,8384,58
5086,8564.5,58
4687,8214.5,58
4858,7867,58
5058,9025,58
5146,9001.5,58
5314,7791.5,58
4981,8575.5,58
5282,7350.5,58
5336,9645.5,58
5496,10595,58
357,1776.5,58
4843,7728,58
5243,8505.5,58
4748,7722.5,58
4339,8119,58
5189,7947,58
4869,7858.5,58
6043,9135,58
4691,7876,58
5388,8287.5,58
4994,7401.5,58
5725,10006,58
4827,7741.5,58
5162,8835.5,58
4863,7668.5,58
5401,8928,58
5010,7516,58
4644,7763,58
5124,8126,57
6042,9514,57
5351,9143,57
5070,9014,57
5024,7607,57
5549,8472,57
5104,7183,57
4588,8117,57
321,1664,57
4946,7355,57
5148,8710,57
5575,8203,57
4912,7690,57
4821,9121,57
5831,8584,57
5225,7786,57
4887,7856,57
5372,10346,57
5703,8288,57
4999,8175,57
4628,8318,57
5368,8631,57
4977,8567,57
303,1373,57
5107,8721,57
5276,7977,57
4379,7627,57
4647,7300,57
306,1541,57
5407,8678,57
4896,7724,57
5144,8204,57
4760,7081,57
4967,8623,57
5167,8261,57
349,1648,57
4613,7975,57
4574,7757,57
4496,8450,57
4996,8913,57
5122,7781,57
6154,10294,57
5274,7801,57
5172,7732,57
4901,9086,57
5170,8472,57
5150,7850,57
5349,8577,57
339,1834,57
4877,8069,57
4891,7679,57
4763,7861,57
5492,9323,57
4610,8401,57
4940,8041,57
5197,8791,56
5392,8854,56
5181,8307,56
4673,7388,56
4865,8144.5,56
4800,8426,56
5296,8420,56
5081,8925,56
4538,7579.5,56
5394,9466.5,56
6204,8669,56
5141,8901.5,56
5913,9397.5,56
5261,8545,56
284,1219,56
5692,9283,56
4918,7877,56
5064,8693.5,56
4886,7718.5,56
5079,8276.5,56
5128,7682.5,56
5100,8067.5,56
5269,8722,56
292,1103,56
5120,8873,56
5851,8274,56
309,1398,56
5857,8787.5,56
5996,8823,56
4975,8619,56
4638,8482,56
326,1599.5,56
5740,7705.5,56
5200,8013,56
5117,8019,56
5572,8560,56
5329,7985,56
291,1564,56
4969,7320,56
5440,9199.5,56
5524,9654,56
273,1160.5,56
4307,7596.5,56
5204,8003,56
5279,9134.5,56
5455,8127,56
4850,8173.5,56
4937,8126,56
4885,7769,56
5461,9516,56
5607,10257.5,56
5001,7928.5,56
5133,7820,55
5101,7998,55
4847,8086,55
5068,8363,55
4732,9181,55
5219,7807,55
5988,9214,55
5250,7639,55
5528,8793,55
5581,9169,55
5299,8020,55
345,1646,55
5487,8491,55
5491,8148,55
4927,9066,55
5021,8025,55
4893,7833,55
4786,7759,55
5173,8851,55
4731,8980,55
4594,7870,55
5252,7489,55
5031,8290,55
5668,8652,55
5118,7794,55
6280,9515,55
4868,9610,55
5260,8282,55
4669,6992,55
4853,7262,55
5218,8325,55
293,1544,55
4612,8653,55
5105,7283,55
334,1445,55
4973,7945,55
299,1528,55
5076,8817,55
5018,7991,55
5347,9019,55
5038,8406,55
5644,8117,55
5503,8544,55
5199,8029,55
5291,8790,55
4780,7428,55
5498,7811,55
5409,9240,55
4875,8626,55
5088,8568,55
5115,8020,55
5159,8499,55
4834,8679,55
5028,8011,55
5559,8218,55
5123,8502,55
5469,8406,55
285,1314,55
5619,9600,55
5256,7946,55
4914,8130,55
5251,8162,55
5585,8612,54
4910,7579,54
5382,8913,54
257,1329.5,54
5390,9589.5,54
4872,8213.5,54
5613,8737,54
354,1664,54
5804,10040,54
268,1180,54
5617,7794,54
5481,9412,54
4958,9089.5,54
5012,9503.5,54
272,1503,54
5928,9819.5,54
5319,8393.5,54
4790,8774.5,54
4682,7018.5,54
5921,10382.5,54
4931,7825,54
255,1113.5,54
5297,8041.5,54
4899,8930,54
4679,7946.5,54
5470,9893,54
5208,8433.5,54
4857,7822,54
5099,8817.5,54
5034,8596.5,54
275,1182.5,54
5523,8339.5,54
5738,8838.5,54
5174,9614.5,54
5443,7786,54
6004,9052.5,54
5245,8150.5,54
307,1593.5,54
5227,7895.5,54
5025,8425.5,54
4894,7659,54
5057,9354.5,54
6089,10574,54
4941,9515.5,54
390,1834,54
5340,7911,54
5143,7832.5,54
5137,8774,54
4963,8269,54
5464,9346,54
4919,7699.5,54
263,1264.5,54
5378,9714,54
5718,8469.5,54
5147,8265,54
5693,8466,54
5719,9107.5,54
5876,10238.5,54
4947,7418,54
261,1327,54
5318,8676,54
5015,8401.5,54
5707,9003,54
5412,9461,54
5822,9641.5,54
4984,7762.5,54
4633,9676,53
280,1407,53
5803,8660,53
5459,9915,53
5192,8243,53
4716,7793,53
5476,10040,53
4846,7751,53
5263,8732,53
5611,8573,53
5089,8303,53
295,1442,53
5046,8737,53
5667,8006,53
4835,7824,53
240,1050,53
5355,8917,53
5231,7619,53
5615,8764,53
6237,9225,53
5232,8235,53
4509,7892,53
5135,7884,53
4805,7624,53
4744,7841,53
5596,8479,53
290,1305,53
5865,10082,53
5035,8158,53
5542,7791,53
5006,8349,53
5493,10391,53
6172,9172,53
5360,7587,53
5366,8015,53
5399,8833,53
4917,8208,53
5210,7493,53
301,1445,53
5059,8806,53
4944,7715,53
5294,8720,53
5539,9363,53
5155,8544,53
5062,8406,53
5007,8377,53
5770,9564,53
5016,8702,53
4450,8027,53
5467,9477,53
5918,9228,53
5044,9114,53
5506,8947,53
5180,7988,53
265,1194,53
5092,7502,52
4907,7731.5,52
5710,8846.5,52
4962,7729.5,52
4876,8185,52
5411,8156.5,52
4879,7887.5,52
4811,8738.5,52
5678,9490.5,52
5874,10173,52
246,1384.5,52
5397,8786.5,52